(26, 21),N,{(26, 23): 0.2, (26, 22): 0.8}
(37, 12),W,{(35, 12): 0.2, (36, 12): 0.8}
(3, 19),N,{(3, 21): 0.2, (3, 20): 0.8}
(3, 19),S,{(3, 17): 0.2, (3, 18): 0.8}
(3, 19),E,{(5, 19): 0.2, (4, 19): 0.8}
(3, 19),W,{(1, 19): 0.2, (2, 19): 0.8}
(22, 32),N,{(22, 34): 0.2, (22, 33): 0.8}
(22, 32),S,{(22, 30): 0.2, (22, 31): 0.8}
(22, 32),E,{(24, 32): 0.2, (23, 32): 0.8}
(22, 32),W,{(20, 32): 0.2, (21, 32): 0.8}
(14, 28),N,{(14, 30): 0.2, (14, 29): 0.8}
(14, 28),S,{(14, 26): 0.2, (14, 27): 0.8}
(14, 28),E,{(16, 28): 0.2, (15, 28): 0.8}
(14, 28),W,{(12, 28): 0.2, (13, 28): 0.8}
(26, 2),N,{(26, 4): 0.2, (26, 3): 0.8}
(26, 2),S,{(26, 0): 0.2, (26, 1): 0.8}
(26, 2),E,{(28, 2): 0.2, (27, 2): 0.8}
(26, 2),W,{(24, 2): 0.2, (25, 2): 0.8}
(17, 39),N,{(17, 41): 0.2, (17, 40): 0.8}
(17, 39),S,{(17, 37): 0.2, (17, 38): 0.8}
(17, 39),E,{(19, 39): 0.2, (18, 39): 0.8}
(17, 39),W,{(15, 39): 0.2, (16, 39): 0.8}
(29, 13),N,{(29, 15): 0.2, (29, 14): 0.8}
(29, 13),S,{(29, 11): 0.2, (29, 12): 0.8}
(29, 13),E,{(31, 13): 0.2, (30, 13): 0.8}
(29, 13),W,{(27, 13): 0.2, (28, 13): 0.8}
(48, 26),N,{(48, 28): 0.2, (48, 27): 0.8}
(48, 26),S,{(48, 24): 0.2, (48, 25): 0.8}
(48, 26),E,{(50, 26): 0.2, (49, 26): 0.8}
(48, 26),W,{(46, 26): 0.2, (47, 26): 0.8}
(40, 22),N,{(40, 24): 0.2, (40, 23): 0.8}
(40, 22),S,{(40, 20): 0.2, (40, 21): 0.8}
(40, 22),E,{(42, 22): 0.2, (41, 22): 0.8}
(40, 22),W,{(38, 22): 0.2, (39, 22): 0.8}
(6, 29),N,{(6, 31): 0.2, (6, 30): 0.8}
(6, 29),S,{(6, 27): 0.2, (6, 28): 0.8}
(6, 29),E,{(8, 29): 0.2, (7, 29): 0.8}
(6, 29),W,{(4, 29): 0.2, (5, 29): 0.8}
(21, 45),S,{(21, 43): 0.2, (21, 44): 0.8}
(21, 45),E,{(23, 45): 0.2, (22, 45): 0.8}
(21, 45),W,{(19, 45): 0.2, (20, 45): 0.8}
(21, 45),N,{(21, 45): 1}
(41, 23),N,{(41, 25): 0.2, (41, 24): 0.8}
(41, 23),S,{(41, 21): 0.2, (41, 22): 0.8}
(41, 23),E,{(43, 23): 0.2, (42, 23): 0.8}
(41, 23),W,{(39, 23): 0.2, (40, 23): 0.8}
(33, 19),N,{(33, 21): 0.2, (33, 20): 0.8}
(33, 19),S,{(33, 17): 0.2, (33, 18): 0.8}
(33, 19),E,{(35, 19): 0.2, (34, 19): 0.8}
(33, 19),W,{(31, 19): 0.2, (32, 19): 0.8}
(25, 15),N,{(25, 17): 0.2, (25, 16): 0.8}
(25, 15),S,{(25, 13): 0.2, (25, 14): 0.8}
(25, 15),E,{(27, 15): 0.2, (26, 15): 0.8}
(25, 15),W,{(23, 15): 0.2, (24, 15): 0.8}
(44, 28),N,{(44, 30): 0.2, (44, 29): 0.8}
(44, 28),S,{(44, 26): 0.2, (44, 27): 0.8}
(44, 28),E,{(46, 28): 0.2, (45, 28): 0.8}
(44, 28),W,{(42, 28): 0.2, (43, 28): 0.8}
(10, 35),N,{(10, 37): 0.2, (10, 36): 0.8}
(10, 35),S,{(10, 33): 0.2, (10, 34): 0.8}
(10, 35),E,{(12, 35): 0.2, (11, 35): 0.8}
(10, 35),W,{(8, 35): 0.2, (9, 35): 0.8}
(2, 31),N,{(2, 33): 0.2, (2, 32): 0.8}
(2, 31),S,{(2, 29): 0.2, (2, 30): 0.8}
(2, 31),E,{(4, 31): 0.2, (3, 31): 0.8}
(2, 31),W,{(0, 31): 0.2, (1, 31): 0.8}
(22, 9),N,{(22, 11): 0.2, (22, 10): 0.8}
(22, 9),S,{(22, 7): 0.2, (22, 8): 0.8}
(22, 9),E,{(24, 9): 0.2, (23, 9): 0.8}
(22, 9),W,{(20, 9): 0.2, (21, 9): 0.8}
(14, 5),N,{(14, 7): 0.2, (14, 6): 0.8}
(14, 5),S,{(14, 3): 0.2, (14, 4): 0.8}
(14, 5),E,{(16, 5): 0.2, (15, 5): 0.8}
(14, 5),W,{(12, 5): 0.2, (13, 5): 0.8}
(36, 29),N,{(36, 31): 0.2, (36, 30): 0.8}
(36, 29),S,{(36, 27): 0.2, (36, 28): 0.8}
(36, 29),E,{(38, 29): 0.2, (37, 29): 0.8}
(36, 29),W,{(34, 29): 0.2, (35, 29): 0.8}
(15, 6),N,{(15, 8): 0.2, (15, 7): 0.8}
(15, 6),S,{(15, 4): 0.2, (15, 5): 0.8}
(15, 6),E,{(17, 6): 0.2, (16, 6): 0.8}
(15, 6),W,{(13, 6): 0.2, (14, 6): 0.8}
(28, 25),N,{(28, 27): 0.2, (28, 26): 0.8}
(28, 25),S,{(28, 23): 0.2, (28, 24): 0.8}
(28, 25),E,{(30, 25): 0.2, (29, 25): 0.8}
(28, 25),W,{(26, 25): 0.2, (27, 25): 0.8}
(7, 2),N,{(7, 4): 0.2, (7, 3): 0.8}
(7, 2),S,{(7, 0): 0.2, (7, 1): 0.8}
(7, 2),E,{(9, 2): 0.2, (8, 2): 0.8}
(7, 2),W,{(5, 2): 0.2, (6, 2): 0.8}
(47, 38),N,{(47, 40): 0.2, (47, 39): 0.8}
(47, 38),S,{(47, 36): 0.2, (47, 37): 0.8}
(47, 38),E,{(49, 38): 0.2, (48, 38): 0.8}
(47, 38),W,{(45, 38): 0.2, (46, 38): 0.8}
(48, 3),N,{(48, 5): 0.2, (48, 4): 0.8}
(48, 3),S,{(48, 1): 0.2, (48, 2): 0.8}
(48, 3),E,{(50, 3): 0.2, (49, 3): 0.8}
(48, 3),W,{(46, 3): 0.2, (47, 3): 0.8}
(18, 11),N,{(18, 13): 0.2, (18, 12): 0.8}
(18, 11),S,{(18, 9): 0.2, (18, 10): 0.8}
(18, 11),E,{(20, 11): 0.2, (19, 11): 0.8}
(18, 11),W,{(16, 11): 0.2, (17, 11): 0.8}
(5, 41),N,{(5, 43): 0.2, (5, 42): 0.8}
(5, 41),S,{(5, 39): 0.2, (5, 40): 0.8}
(5, 41),E,{(7, 41): 0.2, (6, 41): 0.8}
(5, 41),W,{(3, 41): 0.2, (4, 41): 0.8}
(29, 26),N,{(29, 28): 0.2, (29, 27): 0.8}
(29, 26),S,{(29, 24): 0.2, (29, 25): 0.8}
(29, 26),E,{(31, 26): 0.2, (30, 26): 0.8}
(29, 26),W,{(27, 26): 0.2, (28, 26): 0.8}
(48, 39),N,{(48, 41): 0.2, (48, 40): 0.8}
(48, 39),S,{(48, 37): 0.2, (48, 38): 0.8}
(48, 39),E,{(50, 39): 0.2, (49, 39): 0.8}
(48, 39),W,{(46, 39): 0.2, (47, 39): 0.8}
(21, 22),N,{(21, 24): 0.2, (21, 23): 0.8}
(21, 22),S,{(21, 20): 0.2, (21, 21): 0.8}
(21, 22),E,{(23, 22): 0.2, (22, 22): 0.8}
(21, 22),W,{(19, 22): 0.2, (20, 22): 0.8}
(40, 35),N,{(40, 37): 0.2, (40, 36): 0.8}
(40, 35),S,{(40, 33): 0.2, (40, 34): 0.8}
(40, 35),E,{(42, 35): 0.2, (41, 35): 0.8}
(40, 35),W,{(38, 35): 0.2, (39, 35): 0.8}
(41, 0),N,{(41, 2): 0.2, (41, 1): 0.8}
(41, 0),E,{(43, 0): 0.2, (42, 0): 0.8}
(41, 0),W,{(39, 0): 0.2, (40, 0): 0.8}
(41, 0),S,{(41, 0): 1}
(6, 42),N,{(6, 44): 0.2, (6, 43): 0.8}
(6, 42),S,{(6, 40): 0.2, (6, 41): 0.8}
(6, 42),E,{(8, 42): 0.2, (7, 42): 0.8}
(6, 42),W,{(4, 42): 0.2, (5, 42): 0.8}
(44, 5),N,{(44, 7): 0.2, (44, 6): 0.8}
(44, 5),S,{(44, 3): 0.2, (44, 4): 0.8}
(44, 5),E,{(46, 5): 0.2, (45, 5): 0.8}
(44, 5),W,{(42, 5): 0.2, (43, 5): 0.8}
(10, 12),N,{(10, 14): 0.2, (10, 13): 0.8}
(10, 12),S,{(10, 10): 0.2, (10, 11): 0.8}
(10, 12),E,{(12, 12): 0.2, (11, 12): 0.8}
(10, 12),W,{(8, 12): 0.2, (9, 12): 0.8}
(2, 8),N,{(2, 10): 0.2, (2, 9): 0.8}
(2, 8),S,{(2, 6): 0.2, (2, 7): 0.8}
(2, 8),E,{(4, 8): 0.2, (3, 8): 0.8}
(2, 8),W,{(0, 8): 0.2, (1, 8): 0.8}
(25, 28),N,{(25, 30): 0.2, (25, 29): 0.8}
(25, 28),S,{(25, 26): 0.2, (25, 27): 0.8}
(25, 28),E,{(27, 28): 0.2, (26, 28): 0.8}
(25, 28),W,{(23, 28): 0.2, (24, 28): 0.8}
(45, 6),N,{(45, 8): 0.2, (45, 7): 0.8}
(45, 6),S,{(45, 4): 0.2, (45, 5): 0.8}
(45, 6),E,{(47, 6): 0.2, (46, 6): 0.8}
(45, 6),W,{(43, 6): 0.2, (44, 6): 0.8}
(32, 36),N,{(32, 38): 0.2, (32, 37): 0.8}
(32, 36),S,{(32, 34): 0.2, (32, 35): 0.8}
(32, 36),E,{(34, 36): 0.2, (33, 36): 0.8}
(32, 36),W,{(30, 36): 0.2, (31, 36): 0.8}
(37, 2),N,{(37, 4): 0.2, (37, 3): 0.8}
(37, 2),S,{(37, 0): 0.2, (37, 1): 0.8}
(37, 2),E,{(39, 2): 0.2, (38, 2): 0.8}
(37, 2),W,{(35, 2): 0.2, (36, 2): 0.8}
(24, 32),N,{(24, 34): 0.2, (24, 33): 0.8}
(24, 32),S,{(24, 30): 0.2, (24, 31): 0.8}
(24, 32),E,{(26, 32): 0.2, (25, 32): 0.8}
(24, 32),W,{(22, 32): 0.2, (23, 32): 0.8}
(3, 9),N,{(3, 11): 0.2, (3, 10): 0.8}
(3, 9),S,{(3, 7): 0.2, (3, 8): 0.8}
(3, 9),E,{(5, 9): 0.2, (4, 9): 0.8}
(3, 9),W,{(1, 9): 0.2, (2, 9): 0.8}
(43, 45),S,{(43, 43): 0.2, (43, 44): 0.8}
(43, 45),E,{(45, 45): 0.2, (44, 45): 0.8}
(43, 45),W,{(41, 45): 0.2, (42, 45): 0.8}
(43, 45),N,{(43, 45): 1}
(35, 41),N,{(35, 43): 0.2, (35, 42): 0.8}
(35, 41),S,{(35, 39): 0.2, (35, 40): 0.8}
(35, 41),E,{(37, 41): 0.2, (36, 41): 0.8}
(35, 41),W,{(33, 41): 0.2, (34, 41): 0.8}
(14, 18),N,{(14, 20): 0.2, (14, 19): 0.8}
(14, 18),S,{(14, 16): 0.2, (14, 17): 0.8}
(14, 18),E,{(16, 18): 0.2, (15, 18): 0.8}
(14, 18),W,{(12, 18): 0.2, (13, 18): 0.8}
(47, 15),N,{(47, 17): 0.2, (47, 16): 0.8}
(47, 15),S,{(47, 13): 0.2, (47, 14): 0.8}
(47, 15),E,{(49, 15): 0.2, (48, 15): 0.8}
(47, 15),W,{(45, 15): 0.2, (46, 15): 0.8}
(17, 29),N,{(17, 31): 0.2, (17, 30): 0.8}
(17, 29),S,{(17, 27): 0.2, (17, 28): 0.8}
(17, 29),E,{(19, 29): 0.2, (18, 29): 0.8}
(17, 29),W,{(15, 29): 0.2, (16, 29): 0.8}
(36, 42),N,{(36, 44): 0.2, (36, 43): 0.8}
(36, 42),S,{(36, 40): 0.2, (36, 41): 0.8}
(36, 42),E,{(38, 42): 0.2, (37, 42): 0.8}
(36, 42),W,{(34, 42): 0.2, (35, 42): 0.8}
(9, 25),N,{(9, 27): 0.2, (9, 26): 0.8}
(9, 25),S,{(9, 23): 0.2, (9, 24): 0.8}
(9, 25),E,{(11, 25): 0.2, (10, 25): 0.8}
(9, 25),W,{(7, 25): 0.2, (8, 25): 0.8}
(28, 38),N,{(28, 40): 0.2, (28, 39): 0.8}
(28, 38),S,{(28, 36): 0.2, (28, 37): 0.8}
(28, 38),E,{(30, 38): 0.2, (29, 38): 0.8}
(28, 38),W,{(26, 38): 0.2, (27, 38): 0.8}
(29, 3),N,{(29, 5): 0.2, (29, 4): 0.8}
(29, 3),S,{(29, 1): 0.2, (29, 2): 0.8}
(29, 3),E,{(31, 3): 0.2, (30, 3): 0.8}
(29, 3),W,{(27, 3): 0.2, (28, 3): 0.8}
(48, 16),N,{(48, 18): 0.2, (48, 17): 0.8}
(48, 16),S,{(48, 14): 0.2, (48, 15): 0.8}
(48, 16),E,{(50, 16): 0.2, (49, 16): 0.8}
(48, 16),W,{(46, 16): 0.2, (47, 16): 0.8}
(40, 12),N,{(40, 14): 0.2, (40, 13): 0.8}
(40, 12),S,{(40, 10): 0.2, (40, 11): 0.8}
(40, 12),E,{(42, 12): 0.2, (41, 12): 0.8}
(40, 12),W,{(38, 12): 0.2, (39, 12): 0.8}
(6, 19),N,{(6, 21): 0.2, (6, 20): 0.8}
(6, 19),S,{(6, 17): 0.2, (6, 18): 0.8}
(6, 19),E,{(8, 19): 0.2, (7, 19): 0.8}
(6, 19),W,{(4, 19): 0.2, (5, 19): 0.8}
(21, 35),N,{(21, 37): 0.2, (21, 36): 0.8}
(21, 35),S,{(21, 33): 0.2, (21, 34): 0.8}
(21, 35),E,{(23, 35): 0.2, (22, 35): 0.8}
(21, 35),W,{(19, 35): 0.2, (20, 35): 0.8}
(41, 13),N,{(41, 15): 0.2, (41, 14): 0.8}
(41, 13),S,{(41, 11): 0.2, (41, 12): 0.8}
(41, 13),E,{(43, 13): 0.2, (42, 13): 0.8}
(41, 13),W,{(39, 13): 0.2, (40, 13): 0.8}
(33, 9),N,{(33, 11): 0.2, (33, 10): 0.8}
(33, 9),S,{(33, 7): 0.2, (33, 8): 0.8}
(33, 9),E,{(35, 9): 0.2, (34, 9): 0.8}
(33, 9),W,{(31, 9): 0.2, (32, 9): 0.8}
(20, 39),N,{(20, 41): 0.2, (20, 40): 0.8}
(20, 39),S,{(20, 37): 0.2, (20, 38): 0.8}
(20, 39),E,{(22, 39): 0.2, (21, 39): 0.8}
(20, 39),W,{(18, 39): 0.2, (19, 39): 0.8}
(25, 5),N,{(25, 7): 0.2, (25, 6): 0.8}
(25, 5),S,{(25, 3): 0.2, (25, 4): 0.8}
(25, 5),E,{(27, 5): 0.2, (26, 5): 0.8}
(25, 5),W,{(23, 5): 0.2, (24, 5): 0.8}
(44, 18),N,{(44, 20): 0.2, (44, 19): 0.8}
(44, 18),S,{(44, 16): 0.2, (44, 17): 0.8}
(44, 18),E,{(46, 18): 0.2, (45, 18): 0.8}
(44, 18),W,{(42, 18): 0.2, (43, 18): 0.8}
(10, 25),N,{(10, 27): 0.2, (10, 26): 0.8}
(10, 25),S,{(10, 23): 0.2, (10, 24): 0.8}
(10, 25),E,{(12, 25): 0.2, (11, 25): 0.8}
(10, 25),W,{(8, 25): 0.2, (9, 25): 0.8}
(2, 21),N,{(2, 23): 0.2, (2, 22): 0.8}
(2, 21),S,{(2, 19): 0.2, (2, 20): 0.8}
(2, 21),E,{(4, 21): 0.2, (3, 21): 0.8}
(2, 21),W,{(0, 21): 0.2, (1, 21): 0.8}
(43, 22),N,{(43, 24): 0.2, (43, 23): 0.8}
(43, 22),S,{(43, 20): 0.2, (43, 21): 0.8}
(43, 22),E,{(45, 22): 0.2, (44, 22): 0.8}
(43, 22),W,{(41, 22): 0.2, (42, 22): 0.8}
(13, 36),N,{(13, 38): 0.2, (13, 37): 0.8}
(13, 36),S,{(13, 34): 0.2, (13, 35): 0.8}
(13, 36),E,{(15, 36): 0.2, (14, 36): 0.8}
(13, 36),W,{(11, 36): 0.2, (12, 36): 0.8}
(24, 45),S,{(24, 43): 0.2, (24, 44): 0.8}
(24, 45),E,{(26, 45): 0.2, (25, 45): 0.8}
(24, 45),W,{(22, 45): 0.2, (23, 45): 0.8}
(24, 45),N,{(24, 45): 1}
(16, 41),N,{(16, 43): 0.2, (16, 42): 0.8}
(16, 41),S,{(16, 39): 0.2, (16, 40): 0.8}
(16, 41),E,{(18, 41): 0.2, (17, 41): 0.8}
(16, 41),W,{(14, 41): 0.2, (15, 41): 0.8}
(17, 6),N,{(17, 8): 0.2, (17, 7): 0.8}
(17, 6),S,{(17, 4): 0.2, (17, 5): 0.8}
(17, 6),E,{(19, 6): 0.2, (18, 6): 0.8}
(17, 6),W,{(15, 6): 0.2, (16, 6): 0.8}
(36, 19),N,{(36, 21): 0.2, (36, 20): 0.8}
(36, 19),S,{(36, 17): 0.2, (36, 18): 0.8}
(36, 19),E,{(38, 19): 0.2, (37, 19): 0.8}
(36, 19),W,{(34, 19): 0.2, (35, 19): 0.8}
(28, 15),N,{(28, 17): 0.2, (28, 16): 0.8}
(28, 15),S,{(28, 13): 0.2, (28, 14): 0.8}
(28, 15),E,{(30, 15): 0.2, (29, 15): 0.8}
(28, 15),W,{(26, 15): 0.2, (27, 15): 0.8}
(47, 28),N,{(47, 30): 0.2, (47, 29): 0.8}
(47, 28),S,{(47, 26): 0.2, (47, 27): 0.8}
(47, 28),E,{(49, 28): 0.2, (48, 28): 0.8}
(47, 28),W,{(45, 28): 0.2, (46, 28): 0.8}
(5, 31),N,{(5, 33): 0.2, (5, 32): 0.8}
(5, 31),S,{(5, 29): 0.2, (5, 30): 0.8}
(5, 31),E,{(7, 31): 0.2, (6, 31): 0.8}
(5, 31),W,{(3, 31): 0.2, (4, 31): 0.8}
(17, 42),N,{(17, 44): 0.2, (17, 43): 0.8}
(17, 42),S,{(17, 40): 0.2, (17, 41): 0.8}
(17, 42),E,{(19, 42): 0.2, (18, 42): 0.8}
(17, 42),W,{(15, 42): 0.2, (16, 42): 0.8}
(9, 38),N,{(9, 40): 0.2, (9, 39): 0.8}
(9, 38),S,{(9, 36): 0.2, (9, 37): 0.8}
(9, 38),E,{(11, 38): 0.2, (10, 38): 0.8}
(9, 38),W,{(7, 38): 0.2, (8, 38): 0.8}
(50, 39),N,{(50, 41): 0.2, (50, 40): 0.8}
(50, 39),S,{(50, 37): 0.2, (50, 38): 0.8}
(50, 39),W,{(48, 39): 0.2, (49, 39): 0.8}
(50, 39),E,{(50, 39): 1}
(29, 16),N,{(29, 18): 0.2, (29, 17): 0.8}
(29, 16),S,{(29, 14): 0.2, (29, 15): 0.8}
(29, 16),E,{(31, 16): 0.2, (30, 16): 0.8}
(29, 16),W,{(27, 16): 0.2, (28, 16): 0.8}
(21, 12),N,{(21, 14): 0.2, (21, 13): 0.8}
(21, 12),S,{(21, 10): 0.2, (21, 11): 0.8}
(21, 12),E,{(23, 12): 0.2, (22, 12): 0.8}
(21, 12),W,{(19, 12): 0.2, (20, 12): 0.8}
(40, 25),N,{(40, 27): 0.2, (40, 26): 0.8}
(40, 25),S,{(40, 23): 0.2, (40, 24): 0.8}
(40, 25),E,{(42, 25): 0.2, (41, 25): 0.8}
(40, 25),W,{(38, 25): 0.2, (39, 25): 0.8}
(6, 32),N,{(6, 34): 0.2, (6, 33): 0.8}
(6, 32),S,{(6, 30): 0.2, (6, 31): 0.8}
(6, 32),E,{(8, 32): 0.2, (7, 32): 0.8}
(6, 32),W,{(4, 32): 0.2, (5, 32): 0.8}
(39, 29),N,{(39, 31): 0.2, (39, 30): 0.8}
(39, 29),S,{(39, 27): 0.2, (39, 28): 0.8}
(39, 29),E,{(41, 29): 0.2, (40, 29): 0.8}
(39, 29),W,{(37, 29): 0.2, (38, 29): 0.8}
(10, 2),N,{(10, 4): 0.2, (10, 3): 0.8}
(10, 2),S,{(10, 0): 0.2, (10, 1): 0.8}
(10, 2),E,{(12, 2): 0.2, (11, 2): 0.8}
(10, 2),W,{(8, 2): 0.2, (9, 2): 0.8}
(13, 13),N,{(13, 15): 0.2, (13, 14): 0.8}
(13, 13),S,{(13, 11): 0.2, (13, 12): 0.8}
(13, 13),E,{(15, 13): 0.2, (14, 13): 0.8}
(13, 13),W,{(11, 13): 0.2, (12, 13): 0.8}
(4, 44),N,{(4, 45): 1.0}
(4, 44),S,{(4, 42): 0.2, (4, 43): 0.8}
(4, 44),E,{(6, 44): 0.2, (5, 44): 0.8}
(4, 44),W,{(2, 44): 0.2, (3, 44): 0.8}
(32, 26),N,{(32, 28): 0.2, (32, 27): 0.8}
(32, 26),S,{(32, 24): 0.2, (32, 25): 0.8}
(32, 26),E,{(34, 26): 0.2, (33, 26): 0.8}
(32, 26),W,{(30, 26): 0.2, (31, 26): 0.8}
(24, 22),N,{(24, 24): 0.2, (24, 23): 0.8}
(24, 22),S,{(24, 20): 0.2, (24, 21): 0.8}
(24, 22),E,{(26, 22): 0.2, (25, 22): 0.8}
(24, 22),W,{(22, 22): 0.2, (23, 22): 0.8}
(43, 35),N,{(43, 37): 0.2, (43, 36): 0.8}
(43, 35),S,{(43, 33): 0.2, (43, 34): 0.8}
(43, 35),E,{(45, 35): 0.2, (44, 35): 0.8}
(43, 35),W,{(41, 35): 0.2, (42, 35): 0.8}
(16, 18),N,{(16, 20): 0.2, (16, 19): 0.8}
(16, 18),S,{(16, 16): 0.2, (16, 17): 0.8}
(16, 18),E,{(18, 18): 0.2, (17, 18): 0.8}
(16, 18),W,{(14, 18): 0.2, (15, 18): 0.8}
(35, 31),N,{(35, 33): 0.2, (35, 32): 0.8}
(35, 31),S,{(35, 29): 0.2, (35, 30): 0.8}
(35, 31),E,{(37, 31): 0.2, (36, 31): 0.8}
(35, 31),W,{(33, 31): 0.2, (34, 31): 0.8}
(1, 38),N,{(1, 40): 0.2, (1, 39): 0.8}
(1, 38),S,{(1, 36): 0.2, (1, 37): 0.8}
(1, 38),E,{(3, 38): 0.2, (2, 38): 0.8}
(1, 38),W,{(0, 38): 1.0}
(47, 5),N,{(47, 7): 0.2, (47, 6): 0.8}
(47, 5),S,{(47, 3): 0.2, (47, 4): 0.8}
(47, 5),E,{(49, 5): 0.2, (48, 5): 0.8}
(47, 5),W,{(45, 5): 0.2, (46, 5): 0.8}
(5, 8),N,{(5, 10): 0.2, (5, 9): 0.8}
(5, 8),S,{(5, 6): 0.2, (5, 7): 0.8}
(5, 8),E,{(7, 8): 0.2, (6, 8): 0.8}
(5, 8),W,{(3, 8): 0.2, (4, 8): 0.8}
(17, 19),N,{(17, 21): 0.2, (17, 20): 0.8}
(17, 19),S,{(17, 17): 0.2, (17, 18): 0.8}
(17, 19),E,{(19, 19): 0.2, (18, 19): 0.8}
(17, 19),W,{(15, 19): 0.2, (16, 19): 0.8}
(36, 32),N,{(36, 34): 0.2, (36, 33): 0.8}
(36, 32),S,{(36, 30): 0.2, (36, 31): 0.8}
(36, 32),E,{(38, 32): 0.2, (37, 32): 0.8}
(36, 32),W,{(34, 32): 0.2, (35, 32): 0.8}
(9, 15),N,{(9, 17): 0.2, (9, 16): 0.8}
(9, 15),S,{(9, 13): 0.2, (9, 14): 0.8}
(9, 15),E,{(11, 15): 0.2, (10, 15): 0.8}
(9, 15),W,{(7, 15): 0.2, (8, 15): 0.8}
(28, 28),N,{(28, 30): 0.2, (28, 29): 0.8}
(28, 28),S,{(28, 26): 0.2, (28, 27): 0.8}
(28, 28),E,{(30, 28): 0.2, (29, 28): 0.8}
(28, 28),W,{(26, 28): 0.2, (27, 28): 0.8}
(48, 6),N,{(48, 8): 0.2, (48, 7): 0.8}
(48, 6),S,{(48, 4): 0.2, (48, 5): 0.8}
(48, 6),E,{(50, 6): 0.2, (49, 6): 0.8}
(48, 6),W,{(46, 6): 0.2, (47, 6): 0.8}
(40, 2),N,{(40, 4): 0.2, (40, 3): 0.8}
(40, 2),S,{(40, 0): 0.2, (40, 1): 0.8}
(40, 2),E,{(42, 2): 0.2, (41, 2): 0.8}
(40, 2),W,{(38, 2): 0.2, (39, 2): 0.8}
(5, 44),N,{(5, 45): 1.0}
(5, 44),S,{(5, 42): 0.2, (5, 43): 0.8}
(5, 44),E,{(7, 44): 0.2, (6, 44): 0.8}
(5, 44),W,{(3, 44): 0.2, (4, 44): 0.8}
(6, 9),N,{(6, 11): 0.2, (6, 10): 0.8}
(6, 9),S,{(6, 7): 0.2, (6, 8): 0.8}
(6, 9),E,{(8, 9): 0.2, (7, 9): 0.8}
(6, 9),W,{(4, 9): 0.2, (5, 9): 0.8}
(20, 29),N,{(20, 31): 0.2, (20, 30): 0.8}
(20, 29),S,{(20, 27): 0.2, (20, 28): 0.8}
(20, 29),E,{(22, 29): 0.2, (21, 29): 0.8}
(20, 29),W,{(18, 29): 0.2, (19, 29): 0.8}
(39, 42),N,{(39, 44): 0.2, (39, 43): 0.8}
(39, 42),S,{(39, 40): 0.2, (39, 41): 0.8}
(39, 42),E,{(41, 42): 0.2, (40, 42): 0.8}
(39, 42),W,{(37, 42): 0.2, (38, 42): 0.8}
(12, 25),N,{(12, 27): 0.2, (12, 26): 0.8}
(12, 25),S,{(12, 23): 0.2, (12, 24): 0.8}
(12, 25),E,{(14, 25): 0.2, (13, 25): 0.8}
(12, 25),W,{(10, 25): 0.2, (11, 25): 0.8}
(31, 38),N,{(31, 40): 0.2, (31, 39): 0.8}
(31, 38),S,{(31, 36): 0.2, (31, 37): 0.8}
(31, 38),E,{(33, 38): 0.2, (32, 38): 0.8}
(31, 38),W,{(29, 38): 0.2, (30, 38): 0.8}
(32, 3),N,{(32, 5): 0.2, (32, 4): 0.8}
(32, 3),S,{(32, 1): 0.2, (32, 2): 0.8}
(32, 3),E,{(34, 3): 0.2, (33, 3): 0.8}
(32, 3),W,{(30, 3): 0.2, (31, 3): 0.8}
(23, 34),N,{(23, 36): 0.2, (23, 35): 0.8}
(23, 34),S,{(23, 32): 0.2, (23, 33): 0.8}
(23, 34),E,{(25, 34): 0.2, (24, 34): 0.8}
(23, 34),W,{(21, 34): 0.2, (22, 34): 0.8}
(2, 11),N,{(2, 13): 0.2, (2, 12): 0.8}
(2, 11),S,{(2, 9): 0.2, (2, 10): 0.8}
(2, 11),E,{(4, 11): 0.2, (3, 11): 0.8}
(2, 11),W,{(0, 11): 0.2, (1, 11): 0.8}
(43, 12),N,{(43, 14): 0.2, (43, 13): 0.8}
(43, 12),S,{(43, 10): 0.2, (43, 11): 0.8}
(43, 12),E,{(45, 12): 0.2, (44, 12): 0.8}
(43, 12),W,{(41, 12): 0.2, (42, 12): 0.8}
(35, 8),N,{(35, 10): 0.2, (35, 9): 0.8}
(35, 8),S,{(35, 6): 0.2, (35, 7): 0.8}
(35, 8),E,{(37, 8): 0.2, (36, 8): 0.8}
(35, 8),W,{(33, 8): 0.2, (34, 8): 0.8}
(1, 15),N,{(1, 17): 0.2, (1, 16): 0.8}
(1, 15),S,{(1, 13): 0.2, (1, 14): 0.8}
(1, 15),E,{(3, 15): 0.2, (2, 15): 0.8}
(1, 15),W,{(0, 15): 1.0}
(13, 26),N,{(13, 28): 0.2, (13, 27): 0.8}
(13, 26),S,{(13, 24): 0.2, (13, 25): 0.8}
(13, 26),E,{(15, 26): 0.2, (14, 26): 0.8}
(13, 26),W,{(11, 26): 0.2, (12, 26): 0.8}
(32, 39),N,{(32, 41): 0.2, (32, 40): 0.8}
(32, 39),S,{(32, 37): 0.2, (32, 38): 0.8}
(32, 39),E,{(34, 39): 0.2, (33, 39): 0.8}
(32, 39),W,{(30, 39): 0.2, (31, 39): 0.8}
(24, 35),N,{(24, 37): 0.2, (24, 36): 0.8}
(24, 35),S,{(24, 33): 0.2, (24, 34): 0.8}
